customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,cuenta_diaria,servicios_contratados
6598-KELSS,No,Masculino,False,False,True,50,False,False,DSL,True,True,False,False,True,False,Un año,True,Transferencia bancaria (automático),43.05,2208.05,1.4349999999999998,4
6598-RFFVI,Si,Masculino,False,False,False,2,True,False,No,False,False,False,False,False,False,Un año,False,Tarjeta de crédito (automático),19.3,28.3,0.6433333333333333,1
6599-CEBNN,Si,Femenino,False,False,False,34,True,False,Fibra óptica,False,True,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),73.95,2524.45,2.4650000000000003,3
6599-GZWCM,No,Femenino,False,False,False,13,True,False,Fibra óptica,False,True,False,False,False,False,Un año,True,Cheque por correo,74.65,966.25,2.4883333333333337,3
6599-RCLCJ,Si,Masculino,False,True,False,47,True,True,Fibra óptica,False,True,True,True,True,True,Mes a mes,True,Cheque electrónico,109.55,5124.55,3.6516666666666664,8
6599-SFQVE,No,Femenino,False,False,False,6,True,False,DSL,False,False,False,False,False,True,Mes a mes,True,Cheque electrónico,55.0,340.4,1.8333333333333333,3
6603-QWSPR,No,Femenino,False,False,False,46,True,False,Fibra óptica,False,True,True,True,True,True,Dos años,True,Transferencia bancaria (automático),104.4,4904.2,3.48,7
6603-YRDCJ,No,Masculino,False,True,False,33,True,False,DSL,True,True,False,True,False,False,Dos años,True,Cheque por correo,61.05,2018.4,2.0349999999999997,5
6608-QQLVK,Si,Masculino,False,False,False,1,True,False,DSL,False,False,True,False,False,False,Mes a mes,True,Cheque electrónico,50.5,50.5,1.6833333333333333,3
6609-MXJHJ,No,Femenino,False,True,True,30,True,True,No,False,False,False,False,False,False,Dos años,True,Cheque por correo,25.1,789.55,0.8366666666666667,2
6614-FHDBO,No,Masculino,False,False,False,72,True,True,Fibra óptica,False,True,True,True,True,True,Dos años,False,Transferencia bancaria (automático),109.2,7878.3,3.64,8
6614-VBEGU,No,Femenino,False,True,False,24,True,False,DSL,False,True,False,False,True,True,Mes a mes,True,Transferencia bancaria (automático),69.45,1614.05,2.315,5
6614-YOLAC,No,Femenino,False,True,True,71,False,False,DSL,True,True,False,True,True,True,Dos años,False,Cheque por correo,58.65,4145.25,1.9549999999999998,6
6614-YWYSC,No,Masculino,True,True,False,61,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia bancaria (automático),25.0,1501.75,0.8333333333333334,2
6615-NGGZJ,Si,Masculino,False,False,False,14,True,True,Fibra óptica,False,True,False,False,True,True,Mes a mes,True,Cheque electrónico,100.55,1415.55,3.3516666666666666,6
6615-ZGEDR,Si,Masculino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,19.7,19.7,0.6566666666666666,1
6616-AALSR,No,Femenino,False,True,True,65,True,True,Fibra óptica,True,False,True,False,True,True,Dos años,True,Tarjeta de crédito (automático),104.3,6725.3,3.4766666666666666,7
6617-WLBQC,No,Femenino,False,True,True,23,True,True,Fibra óptica,True,False,False,False,False,False,Un año,False,Tarjeta de crédito (automático),81.85,1810.85,2.728333333333333,4
6618-RYATB,Si,Femenino,False,False,False,1,True,True,Fibra óptica,False,False,True,False,False,False,Mes a mes,True,Cheque por correo,79.55,79.55,2.6516666666666664,4
6619-RPLQZ,No,Femenino,False,True,True,45,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,20.85,892.15,0.6950000000000001,1
6620-HVDUJ,No,Masculino,False,False,False,24,True,False,DSL,True,True,False,True,False,False,Mes a mes,False,Transferencia bancaria (automático),60.45,1440.75,2.015,5
6620-JDYNW,No,Femenino,False,False,False,18,True,True,DSL,True,False,True,False,False,False,Mes a mes,True,Cheque por correo,60.6,1156.35,2.02,5
6621-NRZAK,No,Femenino,False,True,True,63,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),20.0,1209.25,0.6666666666666666,1
6621-YOBKI,No,Masculino,False,False,False,5,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,20.35,92.75,0.6783333333333333,1
6624-JDRDS,No,Femenino,False,False,False,6,False,False,DSL,True,False,False,False,False,False,Mes a mes,False,Transferencia bancaria (automático),29.45,161.45,0.9816666666666667,2
6625-FLENO,No,Masculino,False,True,False,58,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,20.75,1185.95,0.6916666666666667,1
6625-IUTTT,No,Masculino,False,False,False,67,True,False,DSL,True,False,True,False,False,True,Dos años,False,Transferencia bancaria (automático),65.55,4361.55,2.185,5
6625-UTXEW,No,Femenino,False,True,False,12,True,False,DSL,False,True,False,False,False,False,Mes a mes,True,Cheque electrónico,51.25,612.1,1.7083333333333333,3
6627-CFOSN,No,Femenino,False,False,False,59,True,True,Fibra óptica,True,True,True,False,False,True,Mes a mes,True,Transferencia bancaria (automático),99.45,5623.7,3.315,7
6629-CZTTH,Si,Masculino,False,False,False,1,True,False,DSL,False,False,False,False,False,True,Mes a mes,True,Cheque por correo,55.7,55.7,1.8566666666666667,3
6629-LADHQ,No,Femenino,False,False,False,2,True,False,DSL,True,False,False,False,False,False,Mes a mes,False,Cheque por correo,50.95,123.05,1.6983333333333335,3
6630-UJZMY,No,Femenino,True,True,False,4,True,True,Fibra óptica,False,False,False,False,True,False,Mes a mes,True,Cheque electrónico,83.25,308.05,2.775,4
6631-HMANX,No,Masculino,False,True,False,72,True,True,DSL,False,True,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),85.45,6227.5,2.8483333333333336,8
6633-MPWBS,Si,Masculino,False,False,False,5,True,False,DSL,False,False,False,True,False,False,Mes a mes,True,Cheque electrónico,49.2,216.9,1.6400000000000001,3
6633-SYEUS,No,Femenino,False,False,False,23,True,False,Fibra óptica,False,True,True,True,False,False,Mes a mes,False,Transferencia bancaria (automático),83.2,2032.3,2.7733333333333334,5
6635-CPNUN,No,Masculino,False,True,False,28,True,True,Fibra óptica,False,True,True,False,True,False,Mes a mes,False,Tarjeta de crédito (automático),96.6,2684.35,3.2199999999999998,6
6635-MYYYZ,Si,Femenino,False,False,False,30,True,False,DSL,True,True,True,True,True,True,Un año,False,Transferencia bancaria (automático),85.35,2530.4,2.8449999999999998,8
6637-KYRCV,No,Femenino,False,True,True,5,False,False,DSL,False,True,False,False,False,False,Mes a mes,True,Cheque electrónico,30.5,167.2,1.0166666666666666,2
6641-XRPSU,Si,Femenino,False,False,False,34,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),70.0,2416.1,2.3333333333333335,2
6645-MXQJT,No,Masculino,False,True,True,2,True,False,Fibra óptica,True,False,False,False,True,True,Mes a mes,False,Cheque electrónico,97.1,184.15,3.2366666666666664,5
6646-JPPHA,No,Femenino,True,False,False,14,True,False,Fibra óptica,True,True,False,False,False,False,Mes a mes,False,Cheque electrónico,78.85,1043.8,2.628333333333333,4
6646-QVXLR,Si,Masculino,True,True,False,62,True,True,Fibra óptica,False,True,True,False,True,True,Un año,True,Cheque electrónico,103.75,6383.35,3.4583333333333335,7
6646-VRFOL,Si,Masculino,True,True,False,53,True,True,Fibra óptica,False,True,True,False,True,True,Mes a mes,True,Cheque electrónico,103.85,5485.5,3.4616666666666664,7
6647-ZEDXT,No,Femenino,False,False,False,30,True,True,Fibra óptica,False,True,True,True,True,True,Un año,False,Tarjeta de crédito (automático),110.45,3327.05,3.6816666666666666,8
6648-INWPS,No,Masculino,False,True,True,16,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque electrónico,20.15,341.35,0.6716666666666666,1
6650-BWFRT,No,Femenino,False,True,False,72,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),117.15,8529.5,3.9050000000000002,9
6650-VJONK,No,Masculino,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Transferencia bancaria (automático),43.85,43.85,1.4616666666666667,2
6651-AZVTJ,Si,Masculino,False,True,True,49,True,True,Fibra óptica,False,False,True,False,True,True,Mes a mes,True,Cheque electrónico,99.8,4872.45,3.3266666666666667,6
6651-RLGGM,No,Masculino,False,True,True,67,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,26.3,1688.9,0.8766666666666667,2
6652-YFFJO,No,Femenino,False,False,False,11,True,False,DSL,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,64.9,716.1,2.1633333333333336,4
6653-CBBOM,Si,Femenino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,70.3,70.3,2.3433333333333333,2
6654-QGBZZ,No,Femenino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,19.9,19.9,0.6633333333333333,1
6655-LHBYW,No,Masculino,False,False,False,50,True,True,Fibra óptica,True,True,True,True,True,True,Un año,False,Tarjeta de crédito (automático),114.35,5791.1,3.8116666666666665,9
6656-GULJQ,No,Masculino,False,True,True,72,True,True,DSL,True,False,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),83.55,6093.3,2.7849999999999997,8
6656-JWRQX,No,Femenino,False,False,False,1,False,False,DSL,False,False,False,True,False,False,Mes a mes,False,Cheque por correo,30.55,30.55,1.0183333333333333,2
6661-EIPZC,No,Femenino,False,True,True,48,False,False,DSL,False,False,False,True,False,False,Mes a mes,True,Tarjeta de crédito (automático),29.5,1423.05,0.9833333333333333,2
6661-HBGWL,Si,Femenino,True,False,False,42,True,True,Fibra óptica,False,True,True,False,True,True,Mes a mes,True,Transferencia bancaria (automático),104.75,4323.45,3.4916666666666667,7
6663-JOCQO,No,Masculino,False,True,True,31,True,True,DSL,True,True,False,True,False,True,Un año,True,Transferencia bancaria (automático),75.25,2344.5,2.5083333333333333,7
6664-FPDAC,Si,Femenino,True,False,False,56,True,True,Fibra óptica,False,True,True,True,True,True,Un año,True,Cheque electrónico,111.95,6418.9,3.731666666666667,8
6668-CNMFP,No,Femenino,False,True,True,19,True,True,Fibra óptica,False,False,False,True,False,True,Un año,True,Transferencia bancaria (automático),89.35,1686.85,2.978333333333333,5
6670-MFRPK,No,Masculino,False,True,True,69,True,True,Fibra óptica,False,False,True,False,False,False,Dos años,True,Tarjeta de crédito (automático),79.2,5420.65,2.64,4
6671-NGWON,No,Femenino,False,False,False,7,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,20.35,150.6,0.6783333333333333,1
6674-KVJHG,No,Femenino,False,False,False,11,True,True,No,False,False,False,False,False,False,Un año,False,Cheque electrónico,25.2,245.15,0.84,2
6680-NENYN,Si,Femenino,False,False,False,43,True,True,Fibra óptica,False,True,True,False,True,True,Dos años,True,Cheque electrónico,104.6,4759.85,3.4866666666666664,7
6680-WKXRZ,Si,Femenino,False,False,False,3,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,False,Transferencia bancaria (automático),74.4,215.8,2.48,3
6681-ZSEXG,No,Masculino,False,True,False,56,True,True,DSL,False,True,True,False,False,False,Dos años,False,Tarjeta de crédito (automático),59.5,3389.25,1.9833333333333334,5
6682-QJDGB,Si,Masculino,False,False,True,40,True,False,DSL,True,True,False,False,False,False,Mes a mes,True,Cheque por correo,55.25,2139.2,1.8416666666666666,4
6682-VCIXC,No,Femenino,False,True,True,43,False,False,DSL,True,True,False,True,True,False,Un año,True,Transferencia bancaria (automático),51.25,2151.6,1.7083333333333333,5
6683-VLCTZ,Si,Masculino,True,False,False,20,True,True,Fibra óptica,False,False,True,False,True,True,Mes a mes,True,Cheque electrónico,98.55,1842.8,3.2849999999999997,6
6685-GBWJZ,No,Masculino,False,True,False,63,True,False,DSL,True,True,False,True,True,False,Un año,False,Tarjeta de crédito (automático),70.8,4448.8,2.36,6
6685-XSHHU,No,Masculino,False,True,True,60,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia bancaria (automático),20.95,1270.55,0.6983333333333334,1
6686-YPGHK,Si,Masculino,True,False,False,47,True,False,Fibra óptica,True,False,False,False,False,True,Mes a mes,False,Cheque por correo,85.5,4042.3,2.85,4
6688-UZPWD,Si,Femenino,False,True,False,11,True,True,Fibra óptica,False,True,False,False,True,True,Mes a mes,True,Cheque electrónico,102.0,1145.35,3.4,6
6689-KXGBO,Si,Femenino,False,False,False,1,True,False,DSL,False,True,False,False,False,False,Mes a mes,False,Cheque electrónico,50.55,50.55,1.6849999999999998,3
6689-TCZHQ,Si,Femenino,True,False,False,5,True,False,Fibra óptica,False,False,False,False,False,True,Mes a mes,False,Cheque electrónico,78.95,378.4,2.631666666666667,3
6689-VRRTK,No,Femenino,True,False,False,44,True,True,Fibra óptica,True,True,True,False,True,True,Un año,True,Tarjeta de crédito (automático),109.8,4860.35,3.6599999999999997,8
6691-CCIHA,No,Femenino,False,True,False,62,True,True,DSL,True,True,False,True,True,True,Dos años,True,Cheque electrónico,84.95,5150.55,2.8316666666666666,8
6692-UDPJC,Si,Femenino,False,True,True,14,True,True,Fibra óptica,False,False,False,True,True,False,Mes a mes,True,Cheque electrónico,91.65,1301.0,3.055,5
6692-YQHXC,No,Masculino,False,False,False,16,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),69.95,1205.5,2.3316666666666666,2
6693-DJWTY,No,Femenino,False,False,True,35,True,False,DSL,True,True,False,False,False,False,Un año,False,Tarjeta de crédito (automático),55.6,2016.45,1.8533333333333333,4
6693-FRIRW,No,Masculino,False,False,False,18,True,False,Fibra óptica,False,True,True,False,True,True,Mes a mes,False,Tarjeta de crédito (automático),101.3,1794.65,3.3766666666666665,6
6695-AMZUF,No,Femenino,False,True,False,70,True,False,DSL,True,True,True,True,True,True,Dos años,False,Tarjeta de crédito (automático),86.45,5950.2,2.881666666666667,8
6695-FRVEC,No,Masculino,False,True,True,67,True,False,DSL,True,False,True,True,False,False,Dos años,True,Transferencia bancaria (automático),60.4,3953.7,2.013333333333333,5
6696-YDAYZ,No,Masculino,False,True,True,16,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,20.5,290.55,0.6833333333333333,1
6698-OXETB,No,Masculino,False,False,False,11,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,20.4,231.45,0.6799999999999999,1
6701-DHKWQ,No,Femenino,False,True,True,61,False,False,DSL,False,True,True,True,True,False,Dos años,False,Tarjeta de crédito (automático),51.35,3244.4,1.7116666666666667,5
6701-YVNQG,No,Masculino,False,True,False,72,True,True,DSL,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),88.7,6301.7,2.9566666666666666,9
6702-OHFWR,Si,Masculino,True,False,False,1,False,False,DSL,False,True,True,False,False,True,Mes a mes,True,Cheque electrónico,43.3,43.3,1.4433333333333331,4
6704-UTUKK,No,Masculino,False,True,False,29,False,False,DSL,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,45.9,1332.4,1.53,3
6705-LNMDD,No,Masculino,False,False,False,20,True,False,DSL,False,False,False,True,False,False,Mes a mes,False,Cheque por correo,50.0,1003.05,1.6666666666666667,3
6705-LXORM,No,Femenino,True,True,False,5,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,False,Cheque electrónico,70.05,302.6,2.335,2
6710-HSJRD,No,Masculino,False,True,False,61,True,True,Fibra óptica,False,True,True,True,True,True,Mes a mes,True,Cheque electrónico,114.1,7132.15,3.8033333333333332,8
6711-FLDFB,Si,Femenino,False,False,False,7,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,74.9,541.15,2.496666666666667,3
6711-VTNRE,Si,Femenino,False,False,False,36,True,False,Fibra óptica,False,False,True,True,False,True,Mes a mes,True,Cheque electrónico,87.55,3078.1,2.9183333333333334,5
6712-OAWRH,Si,Femenino,True,False,False,26,True,False,Fibra óptica,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,91.25,2351.8,3.0416666666666665,4
6713-OKOMC,No,Femenino,False,False,False,10,False,False,DSL,True,False,False,False,False,False,Mes a mes,False,Cheque por correo,29.75,301.9,0.9916666666666667,2
6715-OFDBP,Si,Masculino,False,False,False,5,True,False,DSL,False,False,True,False,True,True,Mes a mes,True,Cheque electrónico,70.05,346.4,2.335,5
6718-BDGHG,No,Femenino,False,True,False,43,True,True,DSL,False,False,False,True,True,False,Un año,True,Transferencia bancaria (automático),64.85,2908.2,2.1616666666666666,5
6719-FGEDO,No,Femenino,False,True,False,72,True,True,Fibra óptica,True,True,True,True,False,False,Dos años,True,Transferencia bancaria (automático),97.0,7104.2,3.2333333333333334,7
6719-OXYBR,No,Masculino,False,False,False,15,True,False,Fibra óptica,False,False,True,False,True,False,Mes a mes,False,Cheque electrónico,85.3,1219.85,2.8433333333333333,4
6723-CEGQI,No,Femenino,False,False,True,65,False,False,DSL,False,True,False,True,True,False,Dos años,False,Cheque por correo,45.25,2933.95,1.5083333333333333,4
